brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
24445,Haymarket Pub & Brewery,1299181157,3,4.5,4.5,MasterSki,American Porter,3.5,3,Midnight Hour Robust Porter,6.8,66593
24445,Haymarket Pub & Brewery,1298501659,4.5,4,4,rhoadsrage,American Porter,4,4,Midnight Hour Robust Porter,6.8,66593
24445,Haymarket Pub & Brewery,1325698197,4,4,4,Sean9689,Belgian IPA,4.5,4,Fruitier Angrier Birds American Belgo Rye IPA,10,76997
24445,Haymarket Pub & Brewery,1325529348,3.5,3.5,4,MasterSki,Belgian IPA,4,3.5,Fruitier Angrier Birds American Belgo Rye IPA,10,76997
24445,Haymarket Pub & Brewery,1325256940,4,4,4,MasterSki,American Pale Ale (APA),4.5,3.5,The Explicit DahlCraft American Pale Ale,5,76505
24445,Haymarket Pub & Brewery,1325771204,4.5,4.5,4,joshuaseresse,American Barleywine,4.5,4.5,Clare's Right Hook - Lemon Zest,13,76995
24445,Haymarket Pub & Brewery,1325698610,4.5,4,4,Sean9689,American Barleywine,4.5,4.5,Clare's Right Hook - Lemon Zest,13,76995
24445,Haymarket Pub & Brewery,1325527820,4.5,4.5,4,MasterSki,American Barleywine,4,4.5,Clare's Right Hook - Lemon Zest,13,76995
24445,Haymarket Pub & Brewery,1315158363,3.5,3.5,3.5,AgentZero,Fruit / Vegetable Beer,3,3,Pink Sock Monkey Raspberry Wheat,5,71809
24445,Haymarket Pub & Brewery,1320364239,4,4,4,WoodBrew,Dubbel,4,4,Mini Mojo Belgian Style Abbey Dubbel,6,74545
24445,Haymarket Pub & Brewery,1312732697,4.5,4,3.5,MasterSki,Fruit / Vegetable Beer,4,4,Pink Sock Monkey Raspberry Wheat,5,71809
24445,Haymarket Pub & Brewery,1306166032,4,3.5,4,MasterSki,Belgian IPA,4,3.5,Loathing Belgian IPA,8,69384
24445,Haymarket Pub & Brewery,1325866734,4.5,4,3.5,MasterSki,Belgian Pale Ale,3.5,3.5,MAD Essen Style Belgian Wheat,4.5,76998
24445,Haymarket Pub & Brewery,1325823027,4,4,4,emerge077,Belgian IPA,4.5,4,Angrier Birds Imperial Belgian Rye IPA,10,76996
24445,Haymarket Pub & Brewery,1325528599,3.5,3.5,4,MasterSki,Belgian IPA,3.5,3.5,Angrier Birds Imperial Belgian Rye IPA,10,76996
24445,Haymarket Pub & Brewery,1307712791,4,3.5,3.5,ktrillionaire,Belgian Pale Ale,3.5,3.5,I'm Still Lonely Belgian Single,4,68731
24445,Haymarket Pub & Brewery,1307146592,3.5,3.5,3.5,Northsider,Belgian Pale Ale,3.5,4,I'm Still Lonely Belgian Single,4,68731
24445,Haymarket Pub & Brewery,1304641701,3.5,3,4,MasterSki,Belgian Pale Ale,3.5,3,I'm Still Lonely Belgian Single,4,68731
860,The Vermont Pub & Brewery,1289996276,4,4,3.5,Chincino,Fruit / Vegetable Beer,4,3.5,Forbidden Fruit,6.5,2740
24445,Haymarket Pub & Brewery,1319646422,4,4,4,MasterSki,Dubbel,3.5,4,Mini Mojo Belgian Style Abbey Dubbel,6,74545
24445,Haymarket Pub & Brewery,1310056908,4,4,4,KickInTheChalice,American IPA,4,3.5,Fear American IPA,7,69383
24445,Haymarket Pub & Brewery,1306165556,4,4,4.5,MasterSki,American IPA,4,3.5,Fear American IPA,7,69383
24445,Haymarket Pub & Brewery,1307657943,4,3.5,3,ktrillionaire,Belgian Strong Dark Ale,4,3.5,Comeback And Guzzle Spiced Belgian Dark Ale,8,68390
24445,Haymarket Pub & Brewery,1304630480,3.5,3.5,3.5,MasterSki,Belgian Strong Dark Ale,4,3,Comeback And Guzzle Spiced Belgian Dark Ale,8,68390
24445,Haymarket Pub & Brewery,1303763110,4,4.5,4,BasementBer,Belgian Strong Dark Ale,3,3.5,Comeback And Guzzle Spiced Belgian Dark Ale,8,68390
24445,Haymarket Pub & Brewery,1309788351,3.5,4,4,MasterSki,American Double / Imperial IPA,4,3.5,A.R. Double IPA,8,70437
24445,Haymarket Pub & Brewery,1309116426,4.5,4.5,4,brew3crew,American Double / Imperial IPA,4,4,A.R. Double IPA,8,70437
24445,Haymarket Pub & Brewery,1309115588,3,3,4,largadeer,American Double / Imperial IPA,3,3.5,A.R. Double IPA,8,70437
24445,Haymarket Pub & Brewery,1314588628,4,3.5,4,Bung,American Double / Imperial Stout,4,4,The Defender Double American Stout,9,68737
24445,Haymarket Pub & Brewery,1312902521,3.5,3.5,3.5,jmarsh123,American Double / Imperial Stout,3,4,The Defender Double American Stout,9,68737
24445,Haymarket Pub & Brewery,1307716480,4,4,4,ktrillionaire,American Double / Imperial Stout,4,3.5,The Defender Double American Stout,9,68737
24445,Haymarket Pub & Brewery,1306120606,3.5,4,3.5,EricCioe,American Double / Imperial Stout,4,3,The Defender Double American Stout,9,68737
24445,Haymarket Pub & Brewery,1306087654,3.5,3.5,4,AgentZero,American Double / Imperial Stout,3,3.5,The Defender Double American Stout,9,68737
24445,Haymarket Pub & Brewery,1305406768,4,4,4,OttoPeeWee,American Double / Imperial Stout,3.5,3.5,The Defender Double American Stout,9,68737
24445,Haymarket Pub & Brewery,1304644947,4,4,4,MasterSki,American Double / Imperial Stout,3.5,3.5,The Defender Double American Stout,9,68737
24445,Haymarket Pub & Brewery,1312733804,3.5,4,4,MasterSki,Dubbel,3.5,4,MoJo Belgian Style Abbey Dubbel,7.5,71810
24445,Haymarket Pub & Brewery,1321413476,4,4,4,emerge077,American Barleywine,3.5,4.5,Clare's Right Hook,12.5,72823
24445,Haymarket Pub & Brewery,1316799279,4,4,3.5,kawilliams81,American Barleywine,4,4,Clare's Right Hook,12.5,72823
24445,Haymarket Pub & Brewery,1315367831,3.5,4.5,4,MasterSki,American Barleywine,4,3.5,Clare's Right Hook,12.5,72823
24445,Haymarket Pub & Brewery,1315161906,3.5,3,4,AgentZero,American Barleywine,4,3.5,Clare's Right Hook,12.5,72823
24445,Haymarket Pub & Brewery,1325529921,4.5,4.5,4.5,MasterSki,American Double / Imperial Stout,4,4,Uber Mathias,10,76999
24445,Haymarket Pub & Brewery,1295484737,4.5,4,4.5,jrallen34,American IPA,4,3.5,First Chance American IPA,6,65402
24445,Haymarket Pub & Brewery,1295376078,4,4,4.5,MasterSki,American IPA,4,3.5,First Chance American IPA,6,65402
24445,Haymarket Pub & Brewery,1325867092,4,4.5,4,MasterSki,Belgian IPA,4,3.5,Hogbutcher Belgian IPA,7.5,77116
860,The Vermont Pub & Brewery,1113670009,3,2.5,2.5,scottum,Tripel,3,2.5,Curacau Trippel X,,2739
860,The Vermont Pub & Brewery,1275933801,3.5,4,3.5,Viggo,Fruit / Vegetable Beer,3.5,3.5,Forbidden Fruit,6.5,2740
860,The Vermont Pub & Brewery,1112067741,3,3,3,NEhophead,Tripel,3,2.5,Curacau Trippel X,,2739
860,The Vermont Pub & Brewery,1064494891,2.5,2.5,4,ImperialScott,Tripel,3,2.5,Curacau Trippel X,,2739
860,The Vermont Pub & Brewery,1013372649,3,2.5,2.5,Todd,Tripel,3,2.5,Curacau Trippel X,,2739
860,The Vermont Pub & Brewery,1156080787,4.5,4,4,NeroFiddled,Rye Beer,4,4,SomersAlt Rye,,32376
860,The Vermont Pub & Brewery,1160695318,4,4,4,scottum,American Double / Imperial IPA,4,4,Lupé,8,32508
860,The Vermont Pub & Brewery,1160041271,3.5,4.5,4,skivtjerry,American Double / Imperial IPA,3.5,3.5,Lupé,8,32508
860,The Vermont Pub & Brewery,1156731067,4,3,3.5,lpayette,American Double / Imperial IPA,4,4,Lupé,8,32508
860,The Vermont Pub & Brewery,1321243196,3,3.5,4,jlindros,Fruit / Vegetable Beer,3,3.5,Forbidden Fruit,6.5,2740
860,The Vermont Pub & Brewery,1319649970,3.5,4,4.5,tobelerone,Fruit / Vegetable Beer,3,3.5,Forbidden Fruit,6.5,2740
860,The Vermont Pub & Brewery,1314897802,2.5,3,3,Rifugium,Fruit / Vegetable Beer,2.5,2.5,Forbidden Fruit,6.5,2740
860,The Vermont Pub & Brewery,1291421112,3.5,3.5,4,Brad007,Fruit / Vegetable Beer,3,3,Forbidden Fruit,6.5,2740
860,The Vermont Pub & Brewery,1275783094,4,3.5,3.5,grub,Fruit / Vegetable Beer,4,3.5,Forbidden Fruit,6.5,2740
860,The Vermont Pub & Brewery,1247835887,3.5,4.5,4,mhatters,Fruit / Vegetable Beer,3.5,4,Forbidden Fruit,6.5,2740
860,The Vermont Pub & Brewery,1246973620,3,4,3.5,thekevlarkid,Fruit / Vegetable Beer,3.5,4,Forbidden Fruit,6.5,2740
860,The Vermont Pub & Brewery,1234145091,5,4,4,CaptYellow,Fruit / Vegetable Beer,4,4,Forbidden Fruit,6.5,2740
860,The Vermont Pub & Brewery,1215155198,3.5,4,4,Deuane,Fruit / Vegetable Beer,3,4,Forbidden Fruit,6.5,2740
860,The Vermont Pub & Brewery,1189176802,4,4,4,scarletfire79,Fruit / Vegetable Beer,3.5,4,Forbidden Fruit,6.5,2740
860,The Vermont Pub & Brewery,1173149813,4,4.5,3,katethegreat,Fruit / Vegetable Beer,4.5,3,Forbidden Fruit,6.5,2740
860,The Vermont Pub & Brewery,1167760465,3,3,3,NJpadreFan,Fruit / Vegetable Beer,3,3,Forbidden Fruit,6.5,2740
860,The Vermont Pub & Brewery,1152906968,3.5,4,4,tubbnik,Fruit / Vegetable Beer,3.5,3.5,Forbidden Fruit,6.5,2740
860,The Vermont Pub & Brewery,1142566067,4,3.5,4,jmz62565,Fruit / Vegetable Beer,4,3.5,Forbidden Fruit,6.5,2740
860,The Vermont Pub & Brewery,1121796616,3.5,4,3,weeare138,Fruit / Vegetable Beer,4,4,Forbidden Fruit,6.5,2740
860,The Vermont Pub & Brewery,1314897565,3,3,3.5,Rifugium,Extra Special / Strong Bitter (ESB),3,3,Dogbite Bitter,,2717
860,The Vermont Pub & Brewery,1112473653,5,4.5,4,Borussia,Fruit / Vegetable Beer,5,5,Forbidden Fruit,6.5,2740
860,The Vermont Pub & Brewery,1108307012,3.5,4,3.5,Stimack,Fruit / Vegetable Beer,3,3.5,Forbidden Fruit,6.5,2740
860,The Vermont Pub & Brewery,1090616895,3.5,3,3.5,bigone4,Fruit / Vegetable Beer,3,3.5,Forbidden Fruit,6.5,2740
860,The Vermont Pub & Brewery,1068593194,3,3.5,4,scottum,Fruit / Vegetable Beer,2,3,Forbidden Fruit,6.5,2740
860,The Vermont Pub & Brewery,1064494205,1.5,2,2,ImperialScott,Fruit / Vegetable Beer,2,1,Forbidden Fruit,6.5,2740
860,The Vermont Pub & Brewery,1059697713,2,4,3,kaszeta,Fruit / Vegetable Beer,3,2.5,Forbidden Fruit,6.5,2740
860,The Vermont Pub & Brewery,1027188511,4,4,4,beernut7,Fruit / Vegetable Beer,4,4,Forbidden Fruit,6.5,2740
860,The Vermont Pub & Brewery,1013373048,4,4,3.5,Todd,Fruit / Vegetable Beer,3,3.5,Forbidden Fruit,6.5,2740
860,The Vermont Pub & Brewery,1246973565,4,4.5,4,thekevlarkid,Belgian Strong Pale Ale,4,4.5,Chiwill XXX,8.3,50980
860,The Vermont Pub & Brewery,1291418518,4,4,4,Brad007,American Pale Ale (APA),3.5,4.5,Sister Nevada,,64084
860,The Vermont Pub & Brewery,1308329063,4.5,3.5,4,ffejherb,Extra Special / Strong Bitter (ESB),4.5,4.5,Dogbite Bitter,,2717
860,The Vermont Pub & Brewery,1076826070,2,2,2.5,UnionMade,Herbed / Spiced Beer,3,2,Holidaze,,15916
860,The Vermont Pub & Brewery,1308328696,4,4,3.5,ffejherb,American Pale Ale (APA),4,4,Grand Slam Baseball Beer,,12929
860,The Vermont Pub & Brewery,1307145291,3.5,2.5,4,kingcrowing,American Pale Ale (APA),3.5,3,Grand Slam Baseball Beer,,12929
860,The Vermont Pub & Brewery,1271725916,3.5,3.5,4,Brad007,American Pale Ale (APA),3.5,3.5,Grand Slam Baseball Beer,,12929
860,The Vermont Pub & Brewery,1220899750,4,3,3.5,scottg,American Pale Ale (APA),4,3.5,Grand Slam Baseball Beer,,12929
860,The Vermont Pub & Brewery,1219257576,2,3,3,thekevlarkid,American Pale Ale (APA),2,2,Grand Slam Baseball Beer,,12929
860,The Vermont Pub & Brewery,1189176591,3,3,4,scarletfire79,American Pale Ale (APA),2.5,1.5,Grand Slam Baseball Beer,,12929
860,The Vermont Pub & Brewery,1152906635,3,3.5,3.5,tubbnik,American Pale Ale (APA),3.5,3.5,Grand Slam Baseball Beer,,12929
860,The Vermont Pub & Brewery,1064494439,2,2,3,ImperialScott,American Pale Ale (APA),3,2,Grand Slam Baseball Beer,,12929
860,The Vermont Pub & Brewery,1208785268,4,4,4.5,Bierman9,Dunkelweizen,4,4,Vermont Dunkelweizen,,15214
860,The Vermont Pub & Brewery,1096933091,4.5,4,4,scottum,Dunkelweizen,5,4.5,Vermont Dunkelweizen,,15214
860,The Vermont Pub & Brewery,1222819756,4,3.5,4,thekevlarkid,Extra Special / Strong Bitter (ESB),3.5,3.5,Dogbite Bitter,,2717
860,The Vermont Pub & Brewery,1207333041,3.5,3.5,4,Basshunter,Extra Special / Strong Bitter (ESB),4,4,Dogbite Bitter,,2717
860,The Vermont Pub & Brewery,1188834081,4,3.5,3.5,sraimondi,Extra Special / Strong Bitter (ESB),4,3,Dogbite Bitter,,2717
860,The Vermont Pub & Brewery,1185893448,4,4,4.5,bigone4,Extra Special / Strong Bitter (ESB),4,4.5,Dogbite Bitter,,2717
860,The Vermont Pub & Brewery,1178240013,3,2.5,3.5,Brad007,Extra Special / Strong Bitter (ESB),2.5,2.5,Dogbite Bitter,,2717
860,The Vermont Pub & Brewery,1173063300,4.5,2.5,4,scarletfire79,Extra Special / Strong Bitter (ESB),4,4,Dogbite Bitter,,2717
860,The Vermont Pub & Brewery,1167759278,4,4,4,NJpadreFan,Extra Special / Strong Bitter (ESB),4,4,Dogbite Bitter,,2717
860,The Vermont Pub & Brewery,1142634311,4,3.5,4,jmz62565,Extra Special / Strong Bitter (ESB),4,4,Dogbite Bitter,,2717
860,The Vermont Pub & Brewery,1131752053,3.5,3.5,3.5,arizcards,Extra Special / Strong Bitter (ESB),3.5,3.5,Dogbite Bitter,,2717
860,The Vermont Pub & Brewery,1131671397,4,2.5,3,northyorksammy,Extra Special / Strong Bitter (ESB),3.5,3.5,Dogbite Bitter,,2717
860,The Vermont Pub & Brewery,1126015103,3.5,3.5,4,necoadam,Extra Special / Strong Bitter (ESB),3.5,4,Dogbite Bitter,,2717
860,The Vermont Pub & Brewery,1076710903,4,3.5,4,UnionMade,Extra Special / Strong Bitter (ESB),4.5,4.5,Dogbite Bitter,,2717
860,The Vermont Pub & Brewery,1076710556,4,3.5,4,UnionMade,Extra Special / Strong Bitter (ESB),4,4,Dogbite Bitter,,2717
860,The Vermont Pub & Brewery,1075692648,4.5,3.5,4.5,Happyhour,Extra Special / Strong Bitter (ESB),4,4.5,Dogbite Bitter,,2717
860,The Vermont Pub & Brewery,1073692018,3.5,3.5,4,mikeys01,Extra Special / Strong Bitter (ESB),3.5,3.5,Dogbite Bitter,,2717
860,The Vermont Pub & Brewery,1064494675,3.5,3,4,ImperialScott,Extra Special / Strong Bitter (ESB),4,3.5,Dogbite Bitter,,2717
860,The Vermont Pub & Brewery,1013080144,4,4,4,John,Extra Special / Strong Bitter (ESB),4,4,Dogbite Bitter,,2717
860,The Vermont Pub & Brewery,1318210913,4,3.5,3.5,rfgetz,Märzen / Oktoberfest,4,4,Oktoberfest (formerly Rocktoberfest),,20186
860,The Vermont Pub & Brewery,1291419897,4,3.5,3.5,Brad007,Märzen / Oktoberfest,3,3.5,Oktoberfest (formerly Rocktoberfest),,20186
860,The Vermont Pub & Brewery,1224000585,4,4,3.5,scottg,Märzen / Oktoberfest,4,4,Oktoberfest (formerly Rocktoberfest),,20186
860,The Vermont Pub & Brewery,1096933351,4,4,4,scottum,Märzen / Oktoberfest,4,4,Oktoberfest (formerly Rocktoberfest),,20186
860,The Vermont Pub & Brewery,1290464594,4,4,4,Brad007,American Pale Ale (APA),3.5,4.5,Sorachi Pale Ale,,63771
860,The Vermont Pub & Brewery,1233635245,4.5,3.5,4,thekevlarkid,Dunkelweizen,4.5,3.5,Brewmasters Cup,,47707
860,The Vermont Pub & Brewery,1221609165,4.5,3,3.5,thekevlarkid,Herbed / Spiced Beer,5,4.5,Blue Nile # 2,,44891
860,The Vermont Pub & Brewery,1222826482,3.5,4,3,thekevlarkid,Herbed / Spiced Beer,4,4,Blue Nile Lotus Gruit,,41383
860,The Vermont Pub & Brewery,1204754474,4.5,4.5,4.5,Brad007,Herbed / Spiced Beer,4.5,4.5,Blue Nile Lotus Gruit,,41383
860,The Vermont Pub & Brewery,1252268214,4.5,3.5,4,Brad007,Tripel,4.5,4,Curacao Triple XXX,9,52405
860,The Vermont Pub & Brewery,1272224041,4.5,3.5,4.5,kingcrowing,Bock,4,3.5,Billybuck Bock,,57676
860,The Vermont Pub & Brewery,1271726003,4,3.5,4,Brad007,Bock,3.5,3.5,Billybuck Bock,,57676
860,The Vermont Pub & Brewery,1236979485,4,4.5,4,Brad007,Herbed / Spiced Beer,4.5,4.5,Absinthe,,46208
860,The Vermont Pub & Brewery,1234144521,2.5,4,4.5,CaptYellow,Herbed / Spiced Beer,4,5,Absinthe,,46208
860,The Vermont Pub & Brewery,1227927690,2,4.5,3.5,thekevlarkid,Herbed / Spiced Beer,3.5,1.5,Absinthe,,46208
860,The Vermont Pub & Brewery,1295652052,5,4.5,3.5,kingcrowing,Keller Bier / Zwickel Bier,4.5,4.5,Zwickelbier,,65490
860,The Vermont Pub & Brewery,1131672991,4,3.5,3,northyorksammy,American IPA,3.5,3.5,IPA,,26868
860,The Vermont Pub & Brewery,1247836652,3.5,4,4,mhatters,Lambic - Unblended,4,4,Spuyten Duyvil,,37103
860,The Vermont Pub & Brewery,1067628622,3,3,3.5,flypn,Irish Red Ale,3,3.5,Burly Irish Ale,,12930
860,The Vermont Pub & Brewery,1219257821,2,3,4,thekevlarkid,Lambic - Unblended,4,3,Spuyten Duyvil,,37103
860,The Vermont Pub & Brewery,1218657931,4,3.5,4,everetends,Lambic - Unblended,3,4,Spuyten Duyvil,,37103
860,The Vermont Pub & Brewery,1217242968,4,4,4,scarletfire79,Lambic - Unblended,4,4.5,Spuyten Duyvil,,37103
860,The Vermont Pub & Brewery,1216851579,4.5,4.5,4,EPICAC,Lambic - Unblended,3.5,3.5,Spuyten Duyvil,,37103
860,The Vermont Pub & Brewery,1215083670,4.5,4,4,Deuane,Lambic - Unblended,4,4,Spuyten Duyvil,,37103
860,The Vermont Pub & Brewery,1210982397,3,3.5,4,scottg,Lambic - Unblended,3.5,4,Spuyten Duyvil,,37103
860,The Vermont Pub & Brewery,1185381145,3,3,3.5,mymrnngjckt,Lambic - Unblended,4,4.5,Spuyten Duyvil,,37103
860,The Vermont Pub & Brewery,1182458316,4.5,4,3.5,channan,Lambic - Unblended,4,4.5,Spuyten Duyvil,,37103
860,The Vermont Pub & Brewery,1180840647,3.5,3.5,4,Brad007,Lambic - Unblended,3.5,4,Spuyten Duyvil,,37103
860,The Vermont Pub & Brewery,1144042103,4.5,4,4,lilp,Herbed / Spiced Beer,3.5,4.5,Maple Ale,,9095
860,The Vermont Pub & Brewery,1121802859,4,4,4,francisweizen,American IPA,4,4,Bombay Grab IPA,5.7,2719
860,The Vermont Pub & Brewery,1090957704,4.5,5,4.5,beals,Herbed / Spiced Beer,4,4.5,Maple Ale,,9095
860,The Vermont Pub & Brewery,1048521942,4,4.5,3.5,scottum,Herbed / Spiced Beer,4,4.5,Maple Ale,,9095
860,The Vermont Pub & Brewery,1271681947,3.5,3.5,4,Bierman9,American Pale Ale (APA),3.5,3.5,Simply Simcoe,,56832
860,The Vermont Pub & Brewery,1269712865,3,3,3.5,albern,American Pale Ale (APA),3,2.5,Simply Simcoe,,56832
860,The Vermont Pub & Brewery,1268714575,4.5,4,4,Brad007,American Pale Ale (APA),4,4,Simply Simcoe,,56832
860,The Vermont Pub & Brewery,1307414061,4,4,4.5,Brad007,Herbed / Spiced Beer,4.5,4,Jubilee Jazz Ale,,69798
860,The Vermont Pub & Brewery,1308578918,4.5,4,3.5,ffejherb,American Pale Ale (APA),4,4,OPA Pale Ale,,69705
860,The Vermont Pub & Brewery,1307413747,4,3.5,3.5,Brad007,American Pale Ale (APA),4,4.5,OPA Pale Ale,,69705
860,The Vermont Pub & Brewery,1307146600,4.5,5,3.5,kingcrowing,American Pale Ale (APA),3.5,4.5,OPA Pale Ale,,69705
860,The Vermont Pub & Brewery,1228669424,4,3.5,3.5,thekevlarkid,Euro Pale Lager,3.5,3.5,Ethan Alien,,13700
860,The Vermont Pub & Brewery,1173064128,4,3,4,scarletfire79,Euro Pale Lager,4,4,Ethan Alien,,13700
860,The Vermont Pub & Brewery,1121796391,3.5,4,4,weeare138,American IPA,3.5,4,Bombay Grab IPA,5.7,2719
860,The Vermont Pub & Brewery,1126014316,3.5,3,3.5,necoadam,Euro Pale Lager,3.5,3.5,Ethan Alien,,13700
860,The Vermont Pub & Brewery,1112474430,4,3,3.5,Borussia,Euro Pale Lager,4,3.5,Ethan Alien,,13700
860,The Vermont Pub & Brewery,1066763556,4,3.5,3.5,flypn,Euro Pale Lager,4,4,Ethan Alien,,13700
860,The Vermont Pub & Brewery,1304352944,4,4.5,4,musicforairports,American IPA,3.5,4.5,Screamin' Slackjaw 88,,68587
860,The Vermont Pub & Brewery,1198211804,5,5,5,abriggs1,Irish Dry Stout,5,5,Handsome Mick's Smoked Stout,,32652
860,The Vermont Pub & Brewery,1194122464,4,4,4,Brad007,Irish Dry Stout,4,4,Handsome Mick's Smoked Stout,,32652
860,The Vermont Pub & Brewery,1178981293,3.5,3.5,4,NEhophead,Irish Dry Stout,4,3.5,Handsome Mick's Smoked Stout,,32652
860,The Vermont Pub & Brewery,1173064410,4,4,4,scarletfire79,Irish Dry Stout,3.5,4,Handsome Mick's Smoked Stout,,32652
860,The Vermont Pub & Brewery,1160694978,4,3,3.5,scottum,Irish Dry Stout,4,4,Handsome Mick's Smoked Stout,,32652
860,The Vermont Pub & Brewery,1157528727,5,2.5,4.5,lpayette,Irish Dry Stout,4.5,4.5,Handsome Mick's Smoked Stout,,32652
860,The Vermont Pub & Brewery,1144536624,4,3.5,4,jmz62565,Schwarzbier,4,4,Europa Schwartz Pils,,29725
860,The Vermont Pub & Brewery,1307413526,4,4.5,4,Brad007,Fruit / Vegetable Beer,4,4,Letter A - Apricot Ale,,69704
860,The Vermont Pub & Brewery,1307144077,3.5,4,3.5,kingcrowing,Fruit / Vegetable Beer,3.5,3.5,Letter A - Apricot Ale,,69704
860,The Vermont Pub & Brewery,1021318092,5,5,5,Andy,Scotch Ale / Wee Heavy,5,5,'99 Wee Heavy Scotch Ale,,3676
860,The Vermont Pub & Brewery,1319651559,3.5,3.5,4,tobelerone,American IPA,3,3.5,Bombay Grab IPA,5.7,2719
860,The Vermont Pub & Brewery,1311221376,3.5,3.5,3.5,Rifugium,American IPA,3.5,4,Bombay Grab IPA,5.7,2719
860,The Vermont Pub & Brewery,1308329394,3.5,3,3.5,ffejherb,American IPA,3.5,3.5,Bombay Grab IPA,5.7,2719
860,The Vermont Pub & Brewery,1298400131,4,3.5,4,sholland119,American IPA,4,3.5,Bombay Grab IPA,5.7,2719
860,The Vermont Pub & Brewery,1279654263,4,4,3.5,Ezone024,American IPA,4,3.5,Bombay Grab IPA,5.7,2719
860,The Vermont Pub & Brewery,1270560625,3.5,3.5,4,Billolick,American IPA,4,3.5,Bombay Grab IPA,5.7,2719
860,The Vermont Pub & Brewery,1260926113,3.5,4,4,kingcrowing,American IPA,3,4,Bombay Grab IPA,5.7,2719
860,The Vermont Pub & Brewery,1248209834,4,4,4,lordofthewiens,American IPA,4,4,Bombay Grab IPA,5.7,2719
860,The Vermont Pub & Brewery,1233102603,4,3.5,3.5,indiapaleale,American IPA,3.5,3.5,Bombay Grab IPA,5.7,2719
860,The Vermont Pub & Brewery,1066337240,3.5,2.5,4,scottum,American Amber / Red Ale,4,3.5,Pub-fest,,12931
860,The Vermont Pub & Brewery,1230690761,3.5,4,4,rhinos00,American IPA,3.5,3,Bombay Grab IPA,5.7,2719
860,The Vermont Pub & Brewery,1219257715,4,3.5,4,thekevlarkid,American IPA,4,4,Bombay Grab IPA,5.7,2719
860,The Vermont Pub & Brewery,1215153912,4,3.5,4,Deuane,American IPA,3,4,Bombay Grab IPA,5.7,2719
860,The Vermont Pub & Brewery,1210979437,3.5,3.5,3,northyorksammy,American IPA,3.5,3.5,Bombay Grab IPA,5.7,2719
860,The Vermont Pub & Brewery,1208782719,4.5,3.5,4,Bierman9,American IPA,4,4.5,Bombay Grab IPA,5.7,2719
860,The Vermont Pub & Brewery,1176594844,2.5,3,3,Brad007,American IPA,3,3,Bombay Grab IPA,5.7,2719
860,The Vermont Pub & Brewery,1173063490,3.5,4,3.5,scarletfire79,American IPA,3.5,3.5,Bombay Grab IPA,5.7,2719
860,The Vermont Pub & Brewery,1167759520,2,2.5,3,NJpadreFan,American IPA,2,2,Bombay Grab IPA,5.7,2719
860,The Vermont Pub & Brewery,1144535850,4,4,3.5,jmz62565,American IPA,4,4,Bombay Grab IPA,5.7,2719
860,The Vermont Pub & Brewery,1131752690,3.5,3.5,3.5,arizcards,American IPA,3,3.5,Bombay Grab IPA,5.7,2719
860,The Vermont Pub & Brewery,1125107826,2.5,4,3,Citadel82,American IPA,3,2.5,Bombay Grab IPA,5.7,2719
860,The Vermont Pub & Brewery,1123166714,4,4,4,NEhophead,American IPA,4,4,Bombay Grab IPA,5.7,2719
860,The Vermont Pub & Brewery,1119914434,4,4.5,4,warriorsoul,American IPA,3.5,4,Bombay Grab IPA,5.7,2719
860,The Vermont Pub & Brewery,1112473153,4,4.5,3.5,Borussia,American IPA,4,4,Bombay Grab IPA,5.7,2719
860,The Vermont Pub & Brewery,1088524667,4.5,4.5,4.5,bigone4,American IPA,5,5,Bombay Grab IPA,5.7,2719
860,The Vermont Pub & Brewery,1076625796,2,3,4,UnionMade,American IPA,2.5,3,Bombay Grab IPA,5.7,2719
860,The Vermont Pub & Brewery,1073691777,4,4,3.5,mikeys01,American IPA,4,4,Bombay Grab IPA,5.7,2719
860,The Vermont Pub & Brewery,1064494850,4,4,2,ImperialScott,American IPA,4,4,Bombay Grab IPA,5.7,2719
860,The Vermont Pub & Brewery,1048521472,4.5,4,4,scottum,American IPA,4,4,Bombay Grab IPA,5.7,2719
860,The Vermont Pub & Brewery,1021318320,4,4,4,Andy,American IPA,4,4,Bombay Grab IPA,5.7,2719
860,The Vermont Pub & Brewery,1013372028,3.5,4,4,Todd,American IPA,2.5,3.5,Bombay Grab IPA,5.7,2719
860,The Vermont Pub & Brewery,1013079944,4,3,4,John,American IPA,3.5,3.5,Bombay Grab IPA,5.7,2719
860,The Vermont Pub & Brewery,1236978562,4.5,3.5,4,Brad007,Altbier,4,3.5,Helles Alt,,43255
860,The Vermont Pub & Brewery,1064494628,3,2.5,5,ImperialScott,American Amber / Red Ale,4,3.5,Pub-fest,,12931
860,The Vermont Pub & Brewery,1234673777,4,2.5,4,SFLpunk,Altbier,3,3.5,Helles Alt,,43255
860,The Vermont Pub & Brewery,1219243553,4,4,4,thekevlarkid,Altbier,4,4,Helles Alt,,43255
860,The Vermont Pub & Brewery,1217242644,4,4,4,scarletfire79,Altbier,4,4,Helles Alt,,43255
860,The Vermont Pub & Brewery,1213635600,4.5,3.5,4.5,scottg,Altbier,4,4,Helles Alt,,43255
860,The Vermont Pub & Brewery,1322247726,3,2.5,3.5,kingcrowing,Märzen / Oktoberfest,3,3,Ocktoberfest,,74503
